61 2 1
0.5 0 -1 
0.666667 0 -0.777778 
0.833333 0 -0.444444 
1 0 -0.222222 
0.333333 0.333333 -0.888889 
0.5 0.333333 -0.666667 
0.666667 0.333333 -0.444444 
0.833333 0.333333 -0.222222 
1 0.333333 0 
0.25 0.666667 -0.555556 
0.583333 0.666667 -0.333333 
1 0.666667 0 
0.125 1 -0.166667 
0.291667 1 -0.0555556 
0.833333 1 0 
